Compound_CID,SMILES,MinPartialCharge,MaxAbsPartialCharge,StdPartialCharge,ChargeRange,N_O_MinCharge,Frac_NegativeAtoms,PEOE_VSA1,PEOE_VSA14,N_coord,O_coord,coord_types,MolecularWeight,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,FormalCharge,Complexity,LogP,MolarRefractivity,RingCount,AromaticRing,HeteroRing,FSP3,rdkit_ok,fail_reason
139187817,C1=CC=C(C=C1)C[NH3+].C1=CC=C(C=C1)C[NH3+].C1=CC(=CC=C1C#CC2=CC=C(C=C2)S(=O)(=O)[O-])C#CC3=CC=C(C=C3)S(=O)(=O)[O-],-0.7440357624319073,0.7440357624319073,0.1740914805224849,0.8679611248855017,-0.7440357624319073,0.7391304347826086,20.572834701705098,0.0,2.0,0.0,1.0,652.7940000000004,169.67999999999998,2.0,6.0,4.0,46.0,0.0,1826.542037318864,3.1514000000000024,173.28059999999977,5.0,5.0,0.0,0.05555555555555555,1,
131739984,CC1=C(C=C(C=C1)SC2=CC=C(C=C2)CN)Cl,-0.32649749579456205,0.32649749579456205,0.07743740501147652,0.37109111428423763,-0.32649749579456205,0.7647058823529411,5.733667477162185,0.0,1.0,0.0,1.0,263.793,26.02,1.0,2.0,3.0,17.0,0.0,491.94680188914634,4.258320000000003,74.64540000000002,2.0,2.0,0.0,0.14285714285714285,1,
131739988,CC1=C(C=C(C=C1)SC2=CC=C(C=C2)CN)OC,-0.4964467452094503,0.4964467452094503,0.13720852919477586,0.6188393817227521,-0.4964467452094503,0.7222222222222222,10.470530430962235,0.0,1.0,0.0,1.0,259.37399999999997,35.25,1.0,3.0,4.0,18.0,0.0,506.06156158487636,3.613520000000002,76.18740000000004,2.0,2.0,0.0,0.2,1,
129961045,C1=CC(=C(C(=C1)C(F)(F)F)I)CN,-0.3264644595567615,0.4169388814996204,0.1664075434164783,0.7434033410563818,-0.3264644595567615,0.6923076923076923,5.733667477162185,6.176298517443475,1.0,0.0,1.0,301.04900000000004,26.02,1.0,1.0,1.0,13.0,0.0,289.3968869531214,2.7687,52.052400000000006,1.0,1.0,0.0,0.25,1,
131719608,C1CN(CCN1CCC2=CC=C(C=C2)CN)C3=CC=NC=C3.Cl.Cl.Cl,-0.3688765421757441,0.3688765421757441,0.11875962218669664,0.4086226512417411,-0.3688765421757441,0.64,10.633577208012664,0.0,4.0,0.0,1.0,405.801,45.39,1.0,4.0,5.0,25.0,0.0,544.3519987462448,3.170400000000002,112.67140000000002,3.0,2.0,2.0,0.3888888888888889,1,
9645746,CCN(CC1=CC=CC=C1)C\2CC/C=C\CC/C2=N\O,-0.41085741932533953,0.41085741932533953,0.10629033027268389,0.48534032536586497,-0.41085741932533953,0.85,5.20725302477729,0.0,2.0,0.0,1.0,272.39199999999994,35.83,1.0,3.0,4.0,20.0,0.0,438.36593163707147,3.837500000000003,83.14350000000005,2.0,1.0,0.0,0.47058823529411764,1,
139197859,CCCOC1=C2CC3=CC(=CC(=C3OCCC)CC4=C(C(=CC(=C4)C(=O)[O-])CC5=C(C(=CC(=C5)Br)CC1=CC(=C2)C(=O)[O-])OCCC)OCCC)Br.CCCOC1=C2CC3=CC(=CC(=C3OCCC)CC4=C(C(=CC(=C4)C(=O)[O-])CC5=C(C(=CC(=C5)Br)CC1=CC(=C2)C(=O)[O-])OCCC)OCCC)Br.C1=CC=C(C=C1)C[NH3+].C1=CC=C(C=C1)C[NH3+].C1=CC=C(C=C1)C[NH3+].C1=CC=C(C=C1)C[NH3+].C(Cl)Cl.C(Cl)Cl,-0.5448147273479379,0.5448147273479379,0.17902838936879809,0.6707351650376123,-0.5448147273479379,0.647887323943662,100.43383185469924,0.0,4.0,4.0,2.0,2275.7499999999986,344.91999999999996,4.0,16.0,32.0,142.0,0.0,4896.77135645394,20.09780000000001,573.6764000000028,14.0,12.0,0.0,0.3333333333333333,1,
9837701,C1=CC(=C(C=C1C(F)(F)F)CN)C(F)(F)F,-0.32648304194540695,0.41622355178074955,0.19618033643060906,0.7427065937261565,-0.32648304194540695,0.6875,5.733667477162185,12.35259703488695,1.0,0.0,1.0,243.14999999999995,26.02,1.0,1.0,1.0,16.0,0.0,358.60519215780533,3.1829,44.3374,1.0,1.0,0.0,0.3333333333333333,1,
139051659,[B-](C1=CC(=C(C(=C1)F)F)F)(C2=CC(=C(C(=C2)F)F)F)([NH2+]CC3=CC=CC=C3)OC(=O)CCCC4=CC=CC=C4.[B-](C1=CC(=C(C(=C1)F)F)F)(C2=CC(=C(C(=C2)F)F)F)([NH2+]CC3=CC=CC=C3)OC(=O)CCCC4=CC=CC=C4,-0.6318349095140553,0.6318349095140553,0.18769629896534407,1.07266580166206,-0.6318349095140553,0.717948717948718,19.764319496454462,12.9674711949607,2.0,2.0,2.0,1086.632,85.82,2.0,4.0,20.0,78.0,0.0,2825.741669447427,8.814600000000002,270.3947999999998,8.0,8.0,0.0,0.13793103448275862,1,
138986567,CC(C)OC1=C(C=CC(=C1)F)CN.Cl,-0.49056960124837323,0.49056960124837323,0.16869616832269885,0.6171509044051686,-0.49056960124837323,0.5714285714285714,10.470530430962235,0.0,1.0,0.0,1.0,219.68699999999998,35.25,1.0,2.0,3.0,14.0,0.0,271.3668412642384,2.4934,57.30340000000003,1.0,1.0,0.0,0.4,1,
